code,Name,News_size,Market_cap,Shares_outstanding,P,N,None,Negtive,Slightly Negtive,Neutral,Slightly Positive,Positive
4744,CVC,4,"1,182.28","47,196,897",4,0,1272,4,,,,
4102,YUNGZIP,3,790.264712,"42,373,443",1,2,1273,3,,,,
6662,BioLASCO,3,797.82626,"25,612,400",3,0,841,2,,,1,
8049,AMPIRE,3,"2,844.63","118,279,808",2,1,1273,3,,,,
3652,Unitech el,3,"1,922.50","47,097,500",1,1,1274,2,,,1,
4127,TLB,3,533.104,"45,760,000",0,3,1273,3,,,,
3490,singlewell,3,"1,573.38","57,006,435",1,1,1274,2,,,,1
9931,HSIN KAO,3,"4,395.11","110,430,553",0,3,1273,1,2,,,
1235,ST,3,"4,530.83","104,397,985",1,2,1273,2,,,1,
1540,ROUNDTOP,3,"1,260.73","85,473,612",3,0,1273,3,,,,
5281,StrongLED,3,764.2565,"37,010,000",2,1,1272,1,,,,2
3115,TSC,3,574.62344,"43,697,600",1,2,1273,3,,,,
5432,SOLOMON,3,579.258512,"20,687,804",2,1,1273,3,,,,
3432,TAI TWUN,3,858.9594,"66,586,000",1,1,1274,2,1,,,
881,-,3,-,-,2,0,136,3,,,,
3033,Weikeng,3,"10,333.83","399,055,443",2,1,1273,2,1,,,
5538,TONG MING,3,"9,066.25","201,203,333",3,0,1273,2,1,,,
4170,-,3,-,-,0,0,0,3,,,,
1324,GLOBE TAPE,3,833.8431,"75,121,882",2,1,1273,2,1,,,
3494,HiTi,3,588.596,"120,000,000",1,2,1273,2,,,1,
2067,CYSTEEL,3,566.484121,"45,138,177",3,0,1273,2,,,,1
2440,SPACE SHUT,3,"2,065.89","139,117,271",1,1,1274,2,1,,,
4911,G&E,3,"1,547.35","55,660,000",2,1,1273,1,1,,1,
6165,Lang,3,"2,116.45","53,242,403",1,2,1273,3,,,,
2431,LIEN CHANG,3,"1,253.48","110,927,014",2,1,1273,3,,,,
2414,UT,3,"6,178.28","161,735,846",1,1,1274,3,,,,
1475,BIG SUNSHI,3,"1,264.38","26,016,749",1,2,1273,3,,,,
3492,ACT,3,701.7491,"35,531,600",3,0,1273,3,,,,
1788,HCI,3,"5,450.07","39,831,717",2,0,1274,2,,,1,
8927,Pei Chi,3,"6,923.07","205,078,402",3,0,1273,3,,,,
4581,WKG,3,"1,196.63","33,899,000",3,0,318,2,1,,,
1580,SINMAG,3,"5,374.64","50,230,242",2,0,1274,3,,,,
4535,FBT,3,"2,496.84","75,661,740",2,1,1273,,,,,
2321,TECOM,3,276.5138,"44,599,774",0,2,1274,3,,,,
6431,KSKL,3,"1,513.26","51,170,835",1,2,1273,1,,,1,1
4303,HSINLI,3,"1,274","70,000,000",2,1,1273,3,,,,
8089,Comtrend,3,"1,602.45","57,230,327",3,0,679,2,,,,1
6603,FCS,3,"2,585.29","148,708,517",1,2,1273,3,,,,
6117,IN WIN,3,"1,449.43","88,650,000",3,0,1273,3,,,,
2423,GW,3,"3,865.50","145,047,289",2,1,1273,3,,,,
2616,SLC,3,"4,839.16","137,281,827",3,0,1273,2,1,,,
4907,Fu Yu Prop,3,"2,935.92","118,145,778",1,2,1273,2,,,1,
1470,EVERTEX,3,"1,560.96","85,767,000",1,2,1273,2,1,,,
4417,KING　CHOU,3,"2,926.40","83,971,399",3,0,1273,3,,,,
5202,NewSoft,3,"1,276.43","59,094,000",2,1,1273,3,,,,
3054,LIWANLI,3,"2,243.76","83,411,041",2,1,1273,3,,,,
1608,HE,3,"13,383.15","632,773,506",2,1,1273,3,,,,
4304,SUNVIC,3,234.247423,"36,038,065",0,3,1273,2,1,,,
2916,MUNSIN,3,"1,076.15","54,626,878",1,2,1273,1,,1,,1
9950,EMINENT,3,"1,499.32","147,716,000",2,1,1273,3,,,,
4561,Kenturn,3,"1,691.27","58,521,619",3,0,1109,3,,,,
2063,SHEH KAI,3,"1,579.50","45,000,000",2,0,1274,1,2,,,
4754,INCA,3,894.731373,"25,027,451",3,0,1272,2,,1,,
3694,AzureWave,3,"2,891.47","150,441,808",2,1,1273,3,,,,
3434,ACULA,3,374.55,"22,700,000",0,3,1273,2,1,,,
8111,LIGITEK,3,"1,969.30","109,102,223",2,1,1273,2,1,,,
3543,JOCHU,3,"2,485.97","89,263,150",3,0,1273,3,,,,
6741,91APP,3,"32,194.33","120,577,997",1,1,24,3,,,,
5398,INALWAYS,3,"1,004.00","49,950,460",1,2,1273,2,,,,1
6189,Promate,3,"7,098.23","182,944,438",3,0,1273,3,,,,
6754,Rich Honour,3,"2,699.40","66,000,000",2,1,412,1,2,,,
3288,SiTI,3,384.088017,"22,660,060",1,2,1273,3,,,,
3642,Unitel,3,403.282734,"40,368,642",3,0,1273,3,,,,
4513,FALCON,3,"1,107.08","76,880,300",2,1,1273,3,,,,
4707,PACC,3,"4,165.93","302,328,371",3,0,1273,3,,,,
1506,R.W.,3,"1,737.66","163,161,751",0,3,1273,2,1,,,
4413,EST,3,380.473471,"31,314,689",2,1,1273,3,,,,
1456,I-HWA,3,"2,085.27","93,720,000",1,2,1273,2,1,,,
4530,Honyi,3,368.454762,"46,172,276",3,0,1273,2,,,,1
1463,CS,3,"2,408.43","173,268,381",1,2,1273,2,1,,,
4538,WINSON,3,"1,004.07","50,456,000",3,0,1273,3,,,,
5212,HYWEB,3,"1,638.14","34,633,000",1,2,1273,1,1,,,1
4945,Sentelic,3,"1,749.43","30,059,000",3,0,484,2,,,,1
4550,CJME,3,866.508131,"37,838,783",3,0,1272,3,,,,
8424,WELLPOOL,3,"2,202.92","36,054,368",1,2,1273,3,,,,
6264,KL,3,"1,058.83","116,355,291",3,0,1273,3,,,,
3646,ANT,3,"1,025.66","39,297,371",2,1,1273,2,1,,,
4534,trinity,3,998.972218,"89,193,948",1,2,1273,3,,,,
6418,Y-S ELC.,3,642.1092,"34,522,000",2,0,1274,3,,,,
2906,Collins,3,"3,199.40","209,111,093",2,1,1273,3,,,,
6509,HOPAX,3,"13,873.65","173,204,101",2,1,1273,2,1,,,
3663,TTMC,3,"3,149.39","73,498,057",3,0,1273,3,,,,
2424,LUNG HWA,3,0,"27,025,000",2,1,1273,3,,,,
6616,TIL,3,526.8375,"23,625,000",2,1,837,2,1,,,
4207,TFC,3,"2,269.27","162,090,832",1,1,1274,,,,,
1742,TWC,3,"1,445.31","71,550,000",2,1,1273,2,1,,,
5450,NAMLIONG,3,"1,988.87","122,392,250",2,1,1273,3,,,,
3191,HOLD JINN,3,388.924375,"57,194,761",0,3,1273,1,2,,,
5603,SEA&LAND,3,"2,525.11","80,674,313",1,2,1273,3,,,,
6768,SPG-KY,3,"14,350.49","196,045,617",2,1,45,3,,,,
8923,C.T.Publishing,3,511.83223,"30,375,800",2,0,1274,,,,,
1535,CEC,3,"4,875.43","123,742,552",2,1,1273,3,,,,
5403,DDSC,3,"4,374.71","70,893,045",2,1,1273,2,1,,,
5206,Kunyue,2,"2,603.95","155,925,000",2,0,1274,2,,,,
5546,YGI,2,"5,212.06","82,339,552",2,0,270,1,1,,,
00637L,-,2,-,-,1,1,1273,2,,,,
2901,SHIN SHIN,2,"1,815.12","73,043,283",1,1,1274,,,,,
3236,ABC,2,"2,657.54","92,920,896",1,1,1274,2,,,,
4730,-,2,-,-,0,0,0,2,,,,
2364,Twinhead,2,491.0202,"24,799,360",1,1,1274,2,,,,
1724,-,2,-,-,1,1,1274,2,,,,
6113,ASEC,2,530.49926,"50,047,100",2,0,1274,2,,,,
3521,DataVan,2,687.689847,"47,263,907",1,1,1274,1,,,1,
3043,PCM,2,740.5364,"194,878,166",0,2,1274,2,,,,
9188,YORKEY OPTICAL,2,-,"818,580,000",0,2,1274,1,1,,,
4712,NT,2,445.092051,"73,690,737",0,2,1274,2,,,,
2250,IKKA-KY,2,"3,240","27,000,000",2,0,20,,,,,
1809,China Glaz,2,"2,430.45","167,041,937",0,2,1274,2,,,,
6215,Aurotek,2,"2,351.21","82,789,693",2,0,1274,2,,,,
1733,ApexBio,2,"2,293.85","99,950,192",1,1,1274,2,,,,
3297,Hunt,2,738.630872,"36,839,445",1,1,1274,2,,,,
692,-,2,-,-,2,0,1011,1,,,,1
2230,C.T.I.,2,532.84114,"39,913,194",0,1,1275,1,1,,,
4419,ENSURE,2,512.368087,"46,578,917",1,1,1274,2,,,,
2413,UMEC,2,"2,413.45","127,359,200",1,1,1274,2,,,,
5324,SDC,2,"2,127.96","226,379,090",1,1,1274,2,,,,
6419,NUUO,2,609.269571,"13,159,170",0,2,1274,2,,,,
3209,ALLTEK,2,"6,066.09","200,532,184",2,0,1274,2,,,,
1725,YJE,2,"4,682.10","181,829,978",2,0,1274,2,,,,
657,-,2,-,-,1,0,1255,,,,,
1410,NYDF,2,"2,252.25","63,000,000",1,1,1274,2,,,,
8423,Polygreen,2,419.44266,"24,105,900",2,0,1274,1,,,,1
3052,APEX,2,"2,447.23","228,713,554",2,0,1274,2,,,,
2904,POCS,2,"1,860.47","69,034,432",1,1,1274,2,,,,
6109,AtechOEM,2,589.846111,"59,400,414",1,0,1275,2,,,,
2947,Zhen Yu,2,"2,042.47","19,268,600",1,0,184,,,,,
5348,TSI,2,228.417946,"28,950,310",1,1,1274,2,,,,
4737,BIONIME,2,"4,216.82","62,235,794",2,0,1274,2,,,,
1615,Dah San,2,"4,554.72","137,813,717",2,0,1274,2,,,,
3713,HsinjingHolding,2,"2,694.11","78,090,000",2,0,323,2,,,,
8930,CKM,2,"1,210.78","81,809,406",2,0,1274,2,,,,
2114,HYC,2,"9,748.88","77,991,707",1,1,1274,2,,,,
4747,JCP,2,"1,071.67","30,018,750",1,1,1274,1,,,,1
4950,Mutto,2,757.50795,"46,759,750",2,0,1274,1,,,,1
6154,Sunfar,2,"1,445.44","80,080,000",2,0,1274,2,,,,
3230,Jiin Ming,2,"1,402.47","71,010,900",1,1,1274,1,1,,,
8937,HER CHEE,2,869.7456,"72,478,800",1,1,1274,1,1,,,
6130,SIC,2,"1,029.38","29,500,000",1,1,1274,,,,,
9912,AIC,2,477.41376,"54,624,569",1,1,1274,1,,,1,
5511,TE CHANG,2,"3,289.76","113,440,000",2,0,1274,2,,,,
8277,UNIFOSA,2,994.172838,"91,628,833",2,0,1274,1,1,,,
3516,ADO,2,827.150032,"50,590,216",0,2,1274,,,,,
6747,BTOX,2,"9,046.69","24,189,000",1,1,418,2,,,,
8932,MAX ZIPPER,2,"1,173.98","60,050,000",1,1,1274,1,1,,,
4995,Litemax,2,"1,424.62","41,839,036",1,1,1274,2,,,,
4173,ARICH,2,"1,364.71","74,574,355",2,0,1274,1,,,,1
6229,V-TAC,2,"1,577.10","35,640,700",1,1,1274,2,,,,
6270,PCT,2,"1,497.02","72,145,759",2,0,1274,1,,,,1
9927,TMI,2,"6,870.51","167,318,534",2,0,1274,1,,1,,
1558,ZENG HSING,2,"9,231.59","60,535,631",1,1,1274,2,,,,
8034,OPNET,2,961.967993,"62,873,725",1,1,1274,2,,,,
8048,RUBYTECH,2,"1,950.07","54,471,206",2,0,1274,,,,,
6767,Wiltrom,2,906.74535,"29,109,000",2,0,377,2,,,,
8435,Zimmite,2,"1,822.78","31,700,450",2,0,1274,1,1,,,
6161,JETWAY,2,"2,054.54","74,983,303",0,2,1274,2,,,,
3118,LEVEL,2,965.472585,"32,452,860",2,0,1274,2,,,,
1438,SanDi,2,"1,705.13","51,205,759",1,1,1274,2,,,,
3285,MT,2,880.347674,"42,735,324",2,0,1274,1,1,,,
5015,RODEX,2,"2,110.24","60,639,189",2,0,1274,1,1,,,
6752,GSS,2,"1,698.12","26,700,000",2,0,352,1,,,,1
3252,Haiwan,2,845.798455,"50,195,754",1,1,1274,1,1,,,
2718,PH,2,"2,024.87","72,576,000",1,1,1274,,,,,
6241,AMIGO,2,829.445285,"33,717,288",2,0,1274,2,,,,
2420,ZIPPY,2,"6,151.71","152,648,688",2,0,1274,2,,,,
3628,ABLEREX,2,"1,620","45,000,000",1,1,1274,1,1,,,
6133,GBE,2,"1,023.80","117,006,294",0,2,1274,1,,,1,
5016,Song ho,2,"1,858.35","49,622,076",0,2,1274,1,,,,1
6156,SONG SHA,2,"1,332.85","80,534,609",1,0,1275,2,,,,
6203,Sea Sonic,2,"6,356.29","79,953,277",1,1,1274,1,,,1,
3002,AHOKU,2,"1,152.60","102,000,000",2,0,1274,2,,,,
3550,COPARTNER,2,"1,470.50","85,000,000",1,1,1274,2,,,,
3567,ETREND,2,"1,204.68","34,127,000",2,0,1274,2,,,,
6226,Para Light,2,"1,586.32","116,076,289",1,1,1274,2,,,,
6148,AZION,2,665.05,"47,000,000",0,1,1275,,,,,
8935,PONTEX,2,"1,112.76","84,300,000",2,0,1274,2,,,,
6530,Axcen,2,732.375,"33,750,000",2,0,1273,2,,,,
2466,COSMO,2,"5,958.28","161,024,253",1,1,1274,1,,,1,
1465,WISHER,2,"1,289.91","103,607,267",1,1,1274,2,,,,
4104,EXCELSIOR,2,"7,805.48","141,148,970",1,1,1274,2,,,,
6287,AMPI,2,"5,213.93","438,145,590",1,1,1274,2,,,,
6661,WELGENE,2,591.927899,"23,304,248",1,1,894,2,,,,
639,-,1,-,-,1,0,1272,1,,,,
5302,STK,1,"2,102.78","162,377,000",1,0,1275,1,,,,
4131,DR.Chip,1,280.576137,"48,291,934",0,1,1275,1,,,,
8934,-,1,-,-,0,0,0,,,,,
6118,Xander,1,"1,486.04","90,889,573",0,1,1275,1,,,,
00642U,-,1,-,-,0,1,1274,,,,,
00632R,-,1,-,-,0,1,1277,1,,,,
8931,TYC,1,"4,022.18","122,254,862",1,0,1275,1,,,,
9908,GTG,1,"17,117.27","516,358,000",0,1,1275,1,,,,
6171,Tacheng,1,"2,456.66","75,351,921",1,0,1275,,,,,
3531,Shian Yih,1,"1,348.91","61,175,011",1,0,1275,1,,,,
5007,SAN SHING,1,"17,342.47","294,940,154",1,0,1275,1,,,,
3609,HEP,1,"1,665.89","30,679,387",1,0,1275,1,,,,
4503,GOLD RAIN,1,"1,134.71","39,263,326",1,0,1275,1,,,,
6225,AIPTEK,1,313.05668,"43,723,655",1,0,1275,1,,,,
8092,CWPT,1,326.345174,"38,850,616",1,0,1275,,,,,
3095,CCC,1,328.921726,"109,276,321",1,0,1275,,,,,
3489,Sun Brothe,1,"1,101.48","83,130,670",1,0,1275,1,,,,
00664R,-,1,-,-,0,1,1217,1,,,,
3570,OITC,1,"1,232.69","17,097,000",1,0,1275,,,,,
6240,SGAMC,1,325.860023,"22,867,370",0,1,1275,,,,,
3206,KINGSTATE,1,"1,655.56","53,916,621",1,0,1275,1,,,,
6218,HAUMAN,1,"1,285.24","64,262,000",1,0,1275,,,,,
4609,AIRLUX,1,376.382537,"47,946,820",0,1,1275,1,,,,
6204,ALPHA,1,"2,123.08","23,102,080",1,0,1275,1,,,,
5353,Tailyn,1,"1,515","75,000,000",1,0,1275,,,,,
6114,JUIC,1,988.018583,"43,911,937",1,0,1275,,,,,
4711,YONG SHUN,1,"1,218.07","61,056,000",0,1,1275,,,,,
3060,MIN AIK,1,"3,040.14","137,563,190",0,1,1275,1,,,,
8096,CoAsia,1,"1,873.92","142,416,429",0,1,1275,1,,,,
2753,Bafang,1,"8,684.79","66,044,796",1,0,179,,,,,
6475,-,1,-,-,1,0,1274,1,,,,
8088,PANRAM,1,"1,318.96","60,921,749",0,1,1275,1,,,,
8027,E&R,1,"6,304.85","100,272,618",1,0,1274,1,,,,
6506,SBI,1,"1,490.73","82,360,826",0,1,1275,1,,,,
9110,VMEP Holdings,1,-,"907,680,000",0,1,1275,1,,,,
1541,Chang Type,1,"3,388.40","78,800,000",1,0,1275,,,,,
5236,Sunplusit,1,"7,503.76","58,500,094",1,0,183,,,,,
7452,-,1,-,-,0,0,52,1,,,,
2235,I YUAN,1,"1,402.83","35,878,000",1,0,1274,1,,,,
8024,Alpha,1,"1,228.35","45,160,100",0,1,1275,,,,,
6819,-,1,-,-,1,0,90,1,,,,
3581,ZVC,1,"1,310.85","51,006,000",0,1,1275,1,,,,
5515,CHIEN KUO,1,"3,372.46","257,440,105",1,0,1275,1,,,,
1341,FULIN-KY,1,"3,462.48","50,400,000",1,0,605,1,,,,
00675L,-,1,-,-,1,0,1157,,,,,
3066,TAIWAN OASIS,1,"1,017.61","83,070,612",0,1,1274,1,,,,
5304,-,1,-,-,0,1,1130,,,,,
5426,CF,1,"2,041.96","143,800,000",1,0,1275,1,,,,
9136,Ju Teng,1,-,"1,200,008,445",0,1,1275,1,,,,
4706,TKC,1,"1,509.47","79,030,093",0,1,1275,1,,,,
1806,CHAMPION,1,"4,663.16","433,782,078",0,1,1275,1,,,,
5523,FONG CHIEN,1,"4,495.04","155,001,464",0,1,1275,,,,,
00676R,-,1,-,-,1,0,1157,,,,,
737,-,1,-,-,1,0,751,1,,,,
4543,MAN ZAI,1,"1,105.22","56,970,000",1,0,1274,1,,,,
4138,DMT,1,"1,524","30,000,000",1,0,1275,,,,,
4571,KHGEARS-KY,1,"4,519.81","48,392,000",0,0,433,1,,,,
1435,C.F.CORP.,1,"3,326.76","139,780,080",1,0,1275,1,,,,
8437,Dadi,1,"7,225.51","47,851,070",0,1,1274,1,,,,
1727,CHCIW,1,"4,773.83","108,250,000",1,0,1275,1,,,,
8176,ZCOM,1,602.475,"72,500,000",1,0,1275,1,,,,
3028,ZENITRON,1,"6,158.13","213,824,864",1,0,1275,1,,,,
2471,ARES,1,"1,086.82","47,253,890",1,0,1275,1,,,,
3308,BESTEC,1,778.6951,"98,569,663",0,1,1275,1,,,,
5410,LEO,1,"1,969.54","87,306,123",1,0,1275,1,,,,
5452,UNIC,1,"3,228.17","148,763,669",0,1,1275,1,,,,
3011,JH,1,"1,352.63","112,719,251",1,0,1275,1,,,,
6234,TERA AUTO,1,"2,067.96","100,386,398",1,0,1275,1,,,,
4942,Chia Chang,1,"6,627.18","142,367,613",1,0,1275,,,,,
5520,Lihtai,1,"3,064.01","60,315,245",0,1,1275,1,,,,
1468,CHANG HO,1,"2,053.18","160,405,244",1,0,1275,1,,,,
8087,HM,1,780.50171,"29,068,965",1,0,1275,1,,,,
5201,KWAY,1,805.20825,"30,674,600",0,1,1275,1,,,,
3050,U-TECH,1,"2,496.33","145,984,450",0,1,1275,,,,,
1454,TTF,1,"1,311.31","129,833,848",1,0,1275,1,,,,
8093,ENERMAX,1,501.46833,"64,208,493",1,0,1275,1,,,,
1517,Lee Chi,1,"5,707.02","227,825,007",1,0,1275,1,,,,
4527,KL,1,"2,101.81","76,152,370",1,0,1275,1,,,,
6216,DrayTek,1,"2,455.80","87,085,637",0,1,1275,,,,,
5488,SP,1,723.53038,"91,586,124",1,0,1275,1,,,,
3379,TBC,1,458.403063,"38,041,748",1,0,1275,1,,,,
1443,LILYTEXTIL,1,"2,131.65","135,343,011",0,1,1275,,,,,
1110,TUNA CEMENT,1,"10,439","572,000,797",0,0,1276,1,,,,
3402,WHOLETECH,1,"3,053.39","73,047,692",1,0,1275,1,,,,
2482,UIC,1,875.2152,"62,072,549",0,1,1275,1,,,,
4924,HTM,1,516.585285,"37,164,409",0,1,1275,,,,,
6151,GINAR,1,"1,950.58","55,257,300",1,0,1275,1,,,,
5487,TONTEK,1,848.845694,"23,840,516",0,1,1275,1,,,,
3058,LEI,1,"2,631.48","161,937,351",0,1,1275,,,,,
6228,PIE,1,408,"40,000,000",0,1,1275,,,,,
6728,UP YOUNG,1,"1,929.70","23,000,000",1,0,525,,,,,
9937,NPC,1,"14,864.97","309,043,000",1,0,1275,1,,,,
6405,ONANO,1,"1,789.76","65,800,000",0,1,1275,,,,,
5356,SIRTEC,1,"2,694.50","103,040,000",0,1,1275,1,,,,
3684,Grand-Tek,1,"1,117.69","24,591,536",1,0,1275,1,,,,
9918,S.S.N.G,1,"7,853.36","180,537,453",0,1,1275,1,,,,
5272,AMICCOM,1,"2,025.63","56,424,118",1,0,1275,1,,,,
6136,FTC,1,"1,993.00","115,536,412",1,0,1275,,,,,
5490,XAC,1,"2,431.16","96,283,601",0,1,1275,1,,,,
5516,SUN-SEA,1,580.16925,"38,295,000",1,0,1275,1,,,,
2365,KYE,1,"2,380.00","224,528,496",1,0,1275,,,,,
4406,HSIN-SIN,1,620.3484,"51,912,000",1,0,1275,1,,,,
3593,logah,1,"1,062.26","93,042,416",1,0,1275,1,,,,
8097,ATW,1,804.425565,"38,674,306",1,0,1275,1,,,,
3089,EJECTT IN,1,"2,097.95","60,113,314",0,1,1275,,,,,
877,-,0,-,-,0,0,223,,,,,
762,-,0,-,-,0,0,590,,,,,
9926,S.H.,0,"8,661.07","179,504,075",0,0,1276,,,,,
2064,CAMELLIA,0,"1,281.19","69,630,000",0,0,1275,,,,,
757,-,0,-,-,0,0,624,,,,,
882,-,0,-,-,0,0,98,,,,,
1726,Y.C.P.,0,"11,745","162,000,000",0,0,1276,,,,,
8354,KH,0,"1,174.06","78,532,263",0,0,1276,,,,,
714,-,0,-,-,0,0,897,,,,,
8410,Sen Tien,0,"1,262.33","36,589,200",0,0,1276,,,,,
4542,ANT,0,739.66321,"28,285,400",0,0,1276,,,,,
6122,KPEC,0,782.240119,"70,790,961",0,0,1276,,,,,
893,-,0,-,-,0,0,8,,,,,
2758,-,0,-,-,0,0,0,,,,,
3332,CINCON,0,"1,921.76","48,104,246",0,0,1276,,,,,
8171,Formosa,0,"2,994.88","58,723,230",0,0,1276,,,,,
3709,Trigold,0,"3,504.85","100,569,450",0,0,929,,,,,
5276,Da Hui,0,669.525,"39,500,000",0,0,1276,,,,,
6140,DCT,0,615.804891,"38,367,906",0,0,1276,,,,,
5344,VATE,0,"1,453.89","79,447,460",0,0,1276,,,,,
1616,EVERTOP,0,"1,595.90","194,148,515",0,0,1276,,,,,
6508,HKC,0,"2,947.05","85,670,167",0,0,1276,,,,,
6265,KCU,0,"1,264.44","118,172,151",0,0,1276,,,,,
6212,L.M.,0,"5,946.60","102,000,000",0,0,1276,,,,,
662,-,0,-,-,0,0,1232,,,,,
5211,Penpower,0,718.955121,"32,024,727",0,0,1276,,,,,
2596,ReaLy,0,"2,495","100,000,000",0,0,1276,,,,,
5460,MUSTANG,0,740.849483,"58,778,130",0,0,1276,,,,,
3296,POWERTECH,0,"1,905.46","96,724,450",0,0,1276,,,,,
5013,NEW BEST,0,"4,789.63","133,416,000",0,0,1276,,,,,
3207,YAO SHENG,0,993.586741,"43,770,341",0,0,1276,,,,,
9949,TITTOT,0,538.531972,"44,033,360",0,0,1276,,,,,
8084,CHIP HOPE,0,"4,865.99","69,514,149",0,0,1276,,,,,
6485,ASolid,0,"5,318.32","40,443,508",0,0,1275,,,,,
6227,Macnica,0,"2,203.44","76,111,786",0,0,1276,,,,,
6841,-,0,-,-,0,0,0,,,,,
5102,FU CHIAN,0,"1,262.48","64,085,067",0,0,1276,,,,,
8083,PRO HAWK,0,"6,323.97","35,133,193",0,0,1276,,,,,
3615,AimCore,0,"1,465.19","68,466,976",0,0,1276,,,,,
6833,-,0,-,-,0,0,16,,,,,
8917,HSIN TAI,0,"13,263.57","147,865,872",0,0,1276,,,,,
5205,TWGET,0,98.835064,"8,202,080",0,0,1276,,,,,
3226,TOPOWER,0,"4,407.05","64,430,573",0,0,1276,,,,,
5529,MEGA,0,"2,139.91","124,052,849",0,0,1276,,,,,
3114,HT,0,"1,565.62","59,080,000",0,0,1276,,,,,
8067,Gish INT,0,281.7,"30,000,000",0,0,1276,,,,,
2701,WANHWA,0,"5,467.10","449,967,838",0,0,1276,,,,,
5438,TIS,0,"1,913.12","112,536,565",0,0,1276,,,,,
8032,KORYO,0,"1,541.36","51,810,300",0,0,1276,,,,,
1570,De Poan,0,"1,053.19","51,500,839",0,0,1276,,,,,
3466,SKARDIN,0,"1,102.07","60,887,573",0,0,1276,,,,,
8908,SHINHSIUNG,0,"12,705.76","224,087,464",0,0,1276,,,,,
2468,FIS,0,926.98325,"69,961,249",0,0,1276,,,,,
3664,Array,0,420.134837,"51,111,294",0,0,1276,,,,,
3522,TOPLUS,0,863.94,"72,600,000",0,0,1276,,,,,
6185,PLASTRON,0,"1,993.24","149,867,531",0,0,1276,,,,,
4523,TWNCAL,0,"1,843.20","64,000,000",0,0,1276,,,,,
2061,FENG CHING,0,889.299964,"46,928,758",0,0,1276,,,,,
6512,GoMax,0,403.75,"25,000,000",0,0,1275,,,,,
6684,Algoltek,0,"4,096.72","24,366,000",0,0,752,,,,,
9962,YYS,0,"1,443.52","90,220,260",0,0,1276,,,,,
6292,AXIS,0,"2,122.26","46,900,712",0,0,1276,,,,,
5493,SAN LIEN,0,"1,795.42","41,608,815",0,0,1276,,,,,
2488,HANPIN,0,"2,263.97","79,999,433",0,0,1276,,,,,
6787,-,0,-,-,0,0,52,,,,,
6719,-,0,-,-,0,0,74,,,,,
3048,EDOM,0,"8,324.19","244,829,794",0,0,1276,,,,,
8047,GCC,0,512.496019,"41,666,343",0,0,1276,,,,,
1591,INMAX,0,502.446826,"33,164,807",0,0,1276,,,,,
1108,LUCKY CEMENT,0,"4,816.38","404,738,049",0,0,1276,,,,,
1453,TA  JIANG,0,875.3418,"100,614,980",0,0,1276,,,,,
3290,DONPON,0,"1,488.26","99,548,926",0,0,1276,,,,,
5210,APEX,0,"1,336.82","62,177,779",0,0,1276,,,,,
8426,Redwood,0,834.0255,"50,242,500",0,0,1276,,,,,
6199,TienPin,0,"1,059.18","61,760,018",0,0,1276,,,,,
9960,DACOME,0,925.473375,"33,592,500",0,0,1276,,,,,
1618,HK,0,"2,794.02","192,691,747",0,0,1276,,,,,
888,-,0,-,-,0,0,67,,,,,
6840,BTL,0,"2,103.59","22,990,000",0,0,0,,,,,
52,-,0,-,-,0,0,1276,,,,,
5514,Sun Fon,0,"4,532.42","207,909,164",0,0,1276,,,,,
891,-,0,-,-,0,0,29,,,,,
8418,JPNH,0,826.68745,"78,359,000",0,0,1276,,,,,
3067,Phonic,0,815.609244,"20,000,000",0,0,1276,,,,,
2438,ENLIGHT,0,794.574,"60,195,641",0,0,1276,,,,,
4987,GODEX,0,"1,477.98","28,980,000",0,0,1276,,,,,
6221,Genesis,0,"3,613.10","51,032,422",0,0,1276,,,,,
885,-,0,-,-,0,0,62,,,,,
4305,SKP,0,"1,815.46","55,014,000",0,0,1276,,,,,
