code,Name,News_size,Market_cap,Shares_outstanding,P,N,None,Negtive,Slightly Negtive,Neutral,Slightly Positive,Positive
3622,YFO,27,"4,562.51","151,327,600",18,8,1250,21,,,1,5
6576,Foresee,27,"10,151.27","117,302,380",23,0,1248,24,,,2,1
6290,LONGWELL,27,"8,304.46","147,766,197",14,10,1252,24,2,,,1
6411,Amazing,27,"18,673.82","91,520,331",18,7,1251,21,4,,1,1
6288,EOI,27,"5,297.84","182,684,070",22,2,1252,19,3,,4,1
4576,HMC,26,"12,519.20","119,801,848",21,2,623,20,1,,1,4
5285,Jih Lin,26,"11,478.86","94,089,259",21,4,1251,21,1,1,2,1
5289,InnoDisk,26,"15,821.55","82,516,040",23,3,1250,21,2,,1,2
6223,MPI,26,"12,041.25","93,000,052",15,7,1254,24,,,1,1
5701,JFS,26,812.022262,"253,756,957",10,13,1253,20,4,1,1,
8942,Xxentria,26,"11,210.79","165,840,080",16,9,1251,16,5,,4,1
3526,ALLTOP,26,"9,180.16","56,345,807",16,6,1254,19,6,,,1
2102,FEDERAL,26,"12,732.55","473,329,207",14,12,1250,22,3,,,1
4760,ample,26,"3,226.72","32,100,733",20,2,1253,26,,,,
6139,L & K,26,"6,574.49","225,540,929",15,6,1255,23,,1,1,1
1336,TAIHAN,25,"1,615.21","77,098,419",18,7,1251,21,3,1,,
1614,Taiwan San,25,"9,297.85","269,113,406",17,5,1254,23,2,,,
8996,KAORI,25,"4,496.02","89,384,080",19,1,1256,23,2,,,
6596,KHAM Inc.,25,"1,489.50","30,000,000",21,3,1125,17,4,1,2,1
6569,Onyx,25,"3,222.83","30,261,300",20,4,1251,20,1,,2,2
4188,Amcad,25,952.66306,"53,221,400",22,3,1251,17,,,4,4
2429,PWT,25,518.6112,"39,748,200",4,21,1251,20,2,,1,2
4116,BMTC,25,"1,221.11","44,566,000",21,3,1252,19,4,1,1,
2109,HWA FONG,25,"4,483.55","279,349,134",14,10,1252,23,1,,1,
2702,HG,25,"2,552.20","110,485,538",13,11,1252,16,4,,2,3
2745,LIFE TRAVEL,25,655.045556,"29,308,526",12,13,1250,13,4,2,4,2
1434,F.T.C.,25,"50,539.92","1,684,664,637",23,2,1251,23,,,,2
8261,APEC,25,"8,500.03","81,340,493",14,11,1251,22,2,,,1
6666,LLF-KY,25,"3,179.73","47,388,000",17,5,609,18,5,,,2
4529,EPTECH,25,867.548684,"84,593,396",21,4,1251,13,8,2,1,1
2712,FGH,25,"3,984.75","105,000,000",14,9,1253,17,5,,1,2
2401,SUNPLUS,25,"21,903.78","591,994,919",16,5,1255,23,2,,,
3323,Celxpert,24,"3,722.18","80,305,914",11,12,1253,17,7,,,
1710,OUCC,24,"21,124.02","885,703,029",19,4,1253,19,3,,,2
2329,OSE,24,"13,808.94","556,812,033",17,6,1253,20,,1,,3
2032,Sinkang,24,"3,080.30","130,521,545",11,11,1254,14,6,1,2,1
6168,HARVATEK,24,"5,151.73","206,069,801",13,6,1257,22,2,,,
2524,KTC,24,"13,569.20","371,759,023",21,3,1252,20,2,,1,1
9946,SanFar,24,"4,963.62","326,554,150",8,14,1254,18,5,,,1
8066,LIFESTYLE,24,"1,061.36","30,152,304",18,3,1255,16,4,,4,
1522,TYC,24,"6,242.30","312,897,881",13,9,1254,15,3,,3,3
1258,Kee Song,24,675.643165,"36,819,791",19,3,1254,19,,,1,4
6441,IBG,24,"2,202.35","42,434,453",19,3,1254,23,,,,1
2740,Mr. Onion,24,270.302422,"13,185,484",14,9,1252,10,8,,5,1
2108,Nantex,24,"40,131.90","492,416,659",14,10,1252,17,5,,,2
5703,Landis Taipei,24,"1,657.65","70,239,594",14,9,1253,7,8,1,2,6
8279,SYNGEN,24,"2,631.49","27,100,851",16,7,1252,21,2,,,1
2028,WEI CHIH,24,"11,758.28","325,714,800",14,9,1253,18,1,1,1,3
8403,SHAREHOPE,23,"3,103.95","114,325,868",19,2,1255,19,2,,1,1
4728,SunMax,23,"4,406.06","54,463,000",14,6,1256,20,1,,,2
2734,Ezfly,23,791.7699,"30,259,760",11,11,1254,18,1,,3,1
1802,TGI,23,"79,390.04","2,908,060,800",12,9,1255,16,3,,,4
2025,CSSSC,23,"1,490.19","281,167,262",0,0,13,18,3,1,1,
5234,DAXIN,23,"9,439.51","102,715,911",18,5,1253,20,2,,1,
4909,NEE,23,"2,100.53","93,356,864",7,16,1253,17,3,,2,1
8478,OceanAlexander,23,"7,379.94","90,886,276",17,4,1254,13,5,1,2,2
3265,WST,23,"4,128.73","136,261,659",16,6,1254,20,1,,,2
3450,ELASER,23,"8,129.00","145,681,382",11,9,1256,16,3,,3,1
6243,ENE,23,"1,705.70","36,322,841",12,9,1255,20,1,,1,1
1264,TEHMAG,23,"11,082.25","37,064,367",22,0,1254,19,1,,1,2
1441,TAH TONG,23,946.512,"100,800,000",11,10,1255,19,3,,,1
8421,XYP,23,553.653114,"54,817,140",17,1,1258,12,5,,3,3
4566,GLOBALTEK,23,"3,038.11","71,823,804",15,7,1035,15,5,,1,2
8420,LAUNCH TECH,23,"1,947.82","50,990,000",18,0,1258,12,,,2,9
2515,BES,23,"13,441.29","1,530,899,822",17,6,1253,16,3,,2,2
2387,SUNREX,23,"8,519.29","196,297,952",14,6,1256,22,1,,,
2426,TYNTEK,23,"7,876.30","300,622,252",17,6,1253,21,2,,,
2545,HUANG HSIANG,23,"11,978.68","327,734,808",19,4,1253,14,3,,3,3
6155,KC,23,"2,101.58","86,920,392",14,9,1253,18,1,,1,3
3528,ANSTEK,23,"3,169.20","65,615,966",16,7,1252,15,5,1,1,1
4205,CHUNG HWA,23,"11,629.14","80,701,842",16,7,1253,20,3,,,
3317,NIKO-SEM,23,"4,581.62","61,251,550",10,13,1253,19,1,,,3
2601,FSC,23,"10,116.76","834,776,067",9,13,1254,20,3,,,
6128,GPI,23,"3,349.19","127,588,740",17,4,1255,17,2,1,2,1
6803,ECOVE Corp,23,"16,171.08","69,111,683",21,1,1254,18,,,3,2
3388,TTC,23,"5,821.19","74,061,000",17,5,1254,16,5,,1,1
1460,EVEREST,23,"6,765.82","694,643,484",17,6,1253,21,1,,1,
8182,HELE,22,"4,602.77","107,041,215",14,5,1257,19,,,2,1
6732,sensortek,22,"28,320.41","48,912,618",15,4,476,19,,,2,1
2528,CROWELL,22,"3,951.24","329,997,409",21,1,1254,20,1,,,1
8110,WALTON,22,"8,921.43","521,721,876",16,5,1255,20,1,,1,
4164,CHC,22,"5,780.52","157,293,355",12,8,1256,19,2,,,1
6127,LEATEC,22,"2,707.40","108,079,751",12,9,1255,19,2,,1,
2535,DA-CIN,22,"10,238.88","337,360,894",13,8,1255,20,2,,,
3579,-,22,-,-,0,0,0,21,,,1,
1467,TEX-RAY,22,"2,338.11","233,624,667",17,4,1255,15,4,,2,1
6120,DARWIN,22,"7,420.94","665,555,114",13,6,1257,18,2,,,2
3583,Scientech,22,"5,590.48","81,139,000",14,6,1256,15,2,,3,2
4114,SYNMOSA,22,"7,202.09","313,134,204",20,2,1254,16,2,,3,1
6655,KD,22,"6,560.96","73,968,500",20,1,851,16,,,4,2
3130,104,22,"5,891.23","33,190,700",13,9,1254,12,4,1,2,3
9943,HOLIDAY,22,"9,163.12","147,317,600",12,7,1257,14,5,,1,2
6698,FINEMAT,22,"2,536.06","66,389,753",15,3,636,22,,,,
1906,P.L,22,"2,997.35","151,000,000",16,5,1255,15,4,,1,2
6625,Binlive,22,"1,193.62","44,873,444",18,2,1015,22,,,,
6451,ShunSin,22,"9,693.25","107,464,800",15,6,1255,19,,,2,1
1722,TFC,22,"66,542","980,000,000",20,2,1254,18,1,1,2,
3086,WAYI,21,"1,568.92","19,369,400",10,10,1256,15,2,,1,3
6776,Weblink,21,"3,153.11","81,581,430",16,2,291,21,,,,
8422,Cleanaway,21,"23,302.03","108,888,000",12,5,1259,15,2,,2,2
3152,ACX,21,"23,672.56","69,016,200",15,5,1256,16,1,,3,1
3591,EDISON OPTO,21,"2,560.84","128,207,278",13,8,1255,18,3,,,
6201,YAHORNG,21,"3,755.32","89,200,000",17,2,1257,12,3,,2,4
6112,SYSAGE,21,"4,680.16","188,357,336",15,5,1256,19,2,,,
8072,AV TECH,21,"1,876","80,000,000",13,7,1256,17,,,1,3
3564,AEWIN,21,"1,708.66","59,123,100",15,4,1257,19,1,,1,
1723,CSCC,20,"29,257.64","236,904,480",17,3,1256,17,2,,1,
1566,-,20,-,-,0,0,0,16,2,,1,1
6751,AST,20,751.831,"13,030,000",16,1,373,19,,,,1
2911,Les,20,"1,512.50","184,677,775",14,4,1258,13,5,,2,
3444,NICHING,20,"1,584.14","39,114,586",15,3,1258,19,1,,,
3705,Y.S.H.,20,"11,589.36","266,422,983",15,4,1257,18,1,,1,
6469,Great Tree,20,"14,323.81","70,043,059",16,0,1259,20,,,,
2928,-,20,-,-,13,4,1258,17,,,1,2
6245,Lanner,20,"5,815.07","117,003,438",18,2,1256,19,1,,,
8463,RTM,20,"4,972.50","150,000,000",7,12,1257,17,2,,1,
2497,E-LEAD,20,"4,538.08","118,798,463",14,5,1257,15,2,,,3
3714,ENNOSTAR,20,"50,023.32","685,251,460",12,6,95,20,,,,
4126,PAHSCO,19,"5,052.96","72,600,000",13,3,1259,16,,,1,2
6160,Cipherlab,19,"1,236.23","68,489,120",16,3,1257,16,2,,,1
3373,Radiant,19,"1,597.39","43,289,801",13,3,1260,17,1,,,1
8941,GRAND HALL,19,"1,113.02","30,410,497",13,5,1258,13,3,,2,1
6123,GrandTech,19,"2,957.78","59,037,430",14,3,1259,13,5,,,1
1219,FWUSOW,19,"6,794.47","322,013,887",12,6,1258,18,1,,,
6021,TA CHING,19,"6,599.93","309,855,974",7,12,1257,14,2,,1,2
3605,ACES,19,"5,807.64","122,395,884",14,3,1259,18,,,1,
1587,CM,19,"1,832.26","68,624,449",15,2,1259,13,4,,1,1
6568,Rafael Micro,19,"10,424.63","30,789,120",15,4,1256,15,1,,1,2
5704,Chihpen Royal,19,"1,185.28","38,861,658",9,8,1259,10,1,1,1,6
3594,ARBOR,19,"1,622.39","73,230,468",18,1,1257,16,,,1,2
1525,KSC,19,"4,587.50","73,400,135",12,4,1260,12,5,,2,
2433,HUXEN,19,"7,398.20","144,496,011",15,4,1257,16,2,,,1
6190,WONDERFUL,19,"3,432.60","140,368,537",14,4,1258,16,3,,,
6224,PTTC.,19,"10,463.04","84,721,639",12,3,1261,16,1,,2,
8091,FB,19,"3,213.12","45,511,614",15,1,1260,17,,,2,
3024,ACTION,19,"3,866.34","277,157,496",13,3,1260,16,,,1,2
2012,CHUN YU,19,"8,287.89","287,774,000",9,7,1260,12,3,1,1,2
8349,QST,19,"7,014.26","118,978,778",10,6,1260,12,2,1,2,2
4139,KY M.K.,19,"2,038.14","42,549,911",15,2,1259,17,1,,,1
3419,WHAYU,18,"1,933.70","120,480,417",14,2,1260,16,,,1,1
8431,SPT,18,"2,622.87","44,455,482",10,7,1259,17,1,,,
6582,Shin Foong,18,"19,208.44","106,174,141",11,6,1200,16,2,,,
2442,JEAN,18,"2,783.64","239,969,351",12,5,1259,16,1,,,1
6664,Group Up,18,"3,597","55,000,000",12,1,880,18,,,,
4989,LCYT,18,"6,429.57","137,776,500",14,1,1260,16,1,,,1
2505,ky,18,"9,120","380,000,000",15,3,1258,14,2,,2,
2359,SOLOMON,18,"2,975.02","171,471,052",10,8,1258,16,,,1,1
4167,Savior,18,"6,477.83","316,764,107",12,3,1261,18,,,,
6514,RTI,18,"1,536.79","30,015,382",14,3,1258,16,,,,2
1701,CCPC,18,"6,587.59","298,081,080",13,5,1258,15,3,,,
3556,EETI,18,"4,661.33","61,252,735",7,11,1258,13,2,,3,
2428,THINKING,18,"21,779.04","128,112,726",12,3,1261,16,,,2,
4130,GBL,18,"2,464.09","110,003,851",12,6,1258,14,2,1,1,
8080,OST,18,396.312591,"40,316,642",6,12,1258,13,5,,,
2038,HAIKWANG,18,"5,927.33","181,264,522",10,5,1261,12,3,1,1,1
2724,FX HOTELS,18,571.051368,"79,312,690",10,7,1259,7,3,,4,4
3558,Senao Networks,18,"4,567.57","49,060,881",11,5,1260,13,2,,2,1
2461,K LASER,17,"3,302.91","164,324,631",14,3,1259,13,2,,1,1
9934,GUIC,17,"5,515.71","358,163,962",11,4,1261,11,2,1,2,1
4528,CHF,17,"3,282.46","76,514,268",7,8,1261,13,2,1,1,
6219,FULL WAN,17,"2,818.50","154,016,276",9,7,1260,15,,,1,1
4804,Da Lue,17,394.073425,"45,347,920",12,2,1261,10,,1,3,3
6175,LITON,17,"6,299.36","142,070,359",10,6,1260,14,2,,1,
3202,HIGH-TEK,17,"1,487.99","117,164,870",12,5,1259,16,1,,,
6409,VOLTRONIC,17,"142,055.88","87,419,367",12,3,1261,15,,,1,1
4439,TST Group,17,"4,362.75","31,500,000",14,3,362,16,,,,1
9935,CF,17,"3,400.94","169,623,342",15,2,1259,13,,,3,1
3426,TSE,17,"1,008.48","26,400,000",15,2,1258,15,1,,,1
1231,Lian Hwa Foods,17,"13,417.17","201,762,394",8,9,1259,10,5,,2,
1711,EVERLIGHT,17,"13,995.06","547,752,226",6,8,1262,15,,,2,
8442,WW,17,"2,249.96","59,999,682",15,2,1110,17,,,,
2459,AUDIX,17,"6,018.92","105,595,615",15,2,1259,16,1,,,
5464,LIN HORN,17,"1,698.61","71,071,490",11,4,1261,17,,,,
2852,FIRST INS,17,"4,005.47","301,163,784",7,10,1259,14,3,,,
8409,EBM,17,510.4,"32,000,000",6,11,1258,14,1,,,2
2029,SYSCO,17,"10,695.29","321,180,000",5,12,1259,10,4,3,,
1786,SVBI,17,"3,230.07","66,190,425",12,4,1260,12,1,,2,2
6442,Ezconn,17,0,"69,300,000",11,2,1263,15,1,,1,
6183,TRADE-VAN,16,"7,515","150,000,000",13,2,1261,15,,,1,
4746,FRMSL,16,"7,119.10","120,255,963",9,7,1260,14,2,,,
6184,Dafeng TV Ltd.,16,"6,851.36","158,230,657",10,4,1262,14,1,,1,
4433,Singtex,16,"1,511.81","46,805,164",11,0,1265,13,1,,,2
9103,MEDTECS,16,-,"549,411,240",9,5,1262,16,,,,
50,-,16,-,-,7,8,1264,14,1,,1,
2509,CHAINQUI,16,"4,131.72","224,550,530",11,4,1261,9,5,,1,1
5011,OFCO,16,"2,326.27","76,021,801",11,2,1263,12,1,,,3
2514,LONG BON,16,"7,065.65","394,729,278",12,4,1260,15,,,,1
2736,HOYA,16,788.777366,"48,992,383",8,6,1262,7,1,,2,6
1232,TTET,16,"25,275.89","159,974,915",8,8,1260,11,,1,2,2
2369,LPI,16,"9,578.57","380,102,344",12,3,1261,13,2,,,1
2536,Hong Pu,16,"7,238.57","332,808,652",14,1,1261,10,4,,1,1
2477,MEILOON,16,"5,550.05","198,216,555",7,8,1261,13,1,,,2
6624,EC,16,528.3,"18,000,000",15,0,1030,15,,,,1
6588,EOC,16,"1,297.66","26,700,825",8,5,1162,10,2,1,2,1
6417,SAG,16,"2,544.89","42,274,000",13,0,1263,14,2,,,
2444,AboCom,16,"1,161.13","105,557,573",10,6,1260,12,2,,1,1
2236,Patec,16,"1,265.24","45,759,703",12,2,1262,11,2,,1,2
8240,WAH HONG,16,"2,810.12","100,004,414",13,3,1260,14,,,1,1
5245,WSI,16,"2,085.29","44,990,000",12,4,1260,14,,,,2
2546,KEDGE,16,"4,988.95","106,035,660",13,2,1260,11,1,,1,3
1417,CARNIVAL,16,"2,564.20","189,941,840",9,5,1262,12,1,,3,
6578,DaBomb,16,564.795777,"33,125,852",13,3,1188,10,4,,1,1
8440,E＆E,16,684.00405,"38,000,225",11,3,1262,15,,,1,
4806,Shec,16,447.422432,"45,194,185",8,6,1261,12,,,3,1
3625,C-TECH,16,"2,344.04","90,503,586",12,4,1260,12,3,1,,
5439,FHt,16,"5,931.85","92,975,752",13,1,1262,14,,,,2
9941,TAC,16,"64,391.60","382,146,537",14,1,1261,11,4,,,1
5278,Sunfun,16,"2,773.52","15,239,100",12,2,1262,13,1,,1,1
6706,FitTech,16,"15,157.17","72,177,935",11,3,617,15,1,,,
1592,Enterex,15,285.21346,"110,978,250",8,6,1262,11,3,,1,
1439,CWT,15,"2,060.80","92,000,000",9,5,1262,13,1,,,1
3580,UVAT,15,"1,914.33","39,470,657",5,10,1261,10,4,,,1
4580,Value Valves,15,"3,392.74","39,132,000",11,3,598,12,2,,1,
2022,TYCOONS,15,"6,740.50","479,751,976",5,9,1262,13,2,,,
9942,MAO SHUN,15,"7,276.59","83,161,320",12,2,1262,9,3,,3,
2233,TURVO,15,"6,239.81","60,288,089",10,3,1263,9,1,1,3,1
5321,U.R.,15,"4,406.62","34,973,195",14,1,1261,9,3,,2,1
4956,Epileds,15,"2,344.53","100,408,236",10,5,1261,14,,,,1
5227,Aleees,15,"4,231.98","92,099,689",9,5,1262,11,3,1,,
1799,EASYWELL,15,"2,458.86","163,379,678",10,4,1262,12,2,,,1
3577,ICP DAS,15,"2,585.06","52,864,177",12,2,1262,14,,,,1
2597,REC,15,"22,933.80","184,950,000",10,5,1261,8,2,,3,2
2924,Tung Ling,15,603.615202,"32,805,174",12,1,1263,7,2,,1,5
6516,KINGWAY,15,"4,411.04","42,413,811",13,1,1261,15,,,,
1259,AN-SHIN,15,"2,267.27","32,389,500",12,3,1261,7,7,,,1
2913,TTC,15,"14,771.08","790,000,000",9,5,1262,8,5,,2,
4562,YHT,15,"1,222.58","67,546,000",13,2,1260,15,,,,
1718,CMFC,15,"17,115.02","1,621,367,217",11,4,1261,13,1,,,1
6538,Brave Screen,15,"2,854.81","37,269,000",9,5,1261,13,,,,2
5484,EverFocus,15,939.987,"53,401,000",7,4,1265,12,,,,3
8476,TESC,15,"3,654.82","60,510,337",11,3,1261,10,2,1,1,1
3632,PAPAGO,15,327.117904,"40,889,738",11,4,1261,12,3,,,
1626,AIRMATE,15,"2,874.49","145,544,496",11,2,1263,14,1,,,
2030,FROCH,15,"8,009.02","280,526,027",5,10,1261,10,2,1,2,
8131,FATC,15,"16,738.10","442,222,223",9,5,1262,13,2,,,
1732,Mao Bao,15,"1,067.44","42,443,957",8,5,1263,13,2,,,
6612,ICARES,15,"2,051.78","33,969,900",9,5,1079,14,1,,,
1903,Shihlin,15,"17,812.67","260,039,121",8,6,1262,9,4,,,2
3499,GLOBALSAT,15,728.360397,"54,970,596",10,5,1261,10,5,,,
2241,Amulaire,15,"5,008.75","89,602,306",11,3,1261,13,2,,,
5533,FOUNDING,15,"5,391.11","285,244,944",11,0,1265,11,1,,,3
2851,Central Re,15,"16,560.38","590,388,750",8,7,1261,11,3,,,1
3211,Dynapack,15,"14,158.13","147,480,521",9,4,1263,13,1,,1,
8085,FD,15,"2,830.63","157,257,242",7,6,1263,13,1,,1,
56,-,14,-,-,11,2,1266,11,3,,,
3312,G.M.I,14,"2,965.82","137,625,455",11,0,1265,14,,,,
3051,Optimax,14,"2,565.35","325,332,396",7,6,1263,13,,,1,
6615,SOFIVA,14,962.0874,"21,261,600",11,2,1073,11,1,,1,1
4420,Kwang Ming,14,"1,209.60","40,455,000",10,3,1263,13,,,1,
5480,-,14,-,-,0,0,0,14,,,,
4944,CRYSTALWISE,14,"1,779.40","88,089,296",10,4,1262,13,,,1,
3383,GPI,14,291.2,"70,000,000",5,9,1262,12,2,,,
5907,GORG,14,"3,763.97","195,531,000",10,4,1262,12,1,,1,
6532,CT,14,"1,407.93","36,100,867",12,1,1262,12,1,,,1
4426,LI CHENG,14,"3,358.57","172,677,198",12,2,1262,6,7,,1,
2034,YC,14,"14,019.59","444,361,453",9,5,1262,10,2,1,1,
6104,GLI,14,"13,000.20","90,279,184",9,3,1264,12,2,,,
2534,HSC,14,"11,452.58","474,227,970",9,3,1264,11,2,,1,
6197,JPC,14,"4,303.50","122,085,882",9,4,1263,11,3,,,
6486,IDT,14,"2,848.19","38,750,862",11,2,1262,10,1,,2,1
1708,SESODA,14,"7,644.33","249,001,651",5,8,1263,12,2,,,
6143,NETRONIX,14,"4,731.39","83,006,897",14,0,1262,12,,,,2
6024,CFC,14,"8,143.91","210,437,584",10,3,1263,7,4,,,3
2450,SENAO,14,"8,225.33","258,252,657",14,0,1262,10,1,1,2,
3557,JiaWei,14,"6,552.48","80,300,415",7,5,1264,14,,,,
1229,LHIC,14,"78,658.36","1,409,648,036",9,4,1263,12,2,,,
6220,YFC-BonEagle,14,"3,154.14","131,972,388",7,5,1264,13,1,,,
4532,RECHI,14,"9,416.66","504,915,105",12,2,1262,9,3,,1,1
3511,SIMULA TEC,14,"3,626.77","79,972,945",11,3,1262,12,1,,,1
2506,PCC,13,"3,804.21","387,000,000",6,6,1264,8,3,,1,1
1530,AWEA,13,0,"96,594,171",9,4,1263,8,1,,1,3
1217,AGV,13,"5,019.31","494,513,336",6,7,1263,12,,,1,
3021,WELLTEND,13,"2,011.60","94,000,000",10,2,1264,12,1,,,
6671,San Neng-K,13,"2,855.25","60,750,000",13,0,602,13,,,,
6499,Medeon,13,"4,829.16","73,169,074",12,0,1263,11,,,1,1
3015,FSP,13,"7,584.07","187,261,950",9,2,1265,12,,,1,
3224,MetaTech,13,"3,108.33","68,016,045",12,0,1264,11,1,,,1
4401,TLOONG,13,"4,258.13","120,286,286",7,6,1263,10,2,,1,
4153,DIVA Labs.,13,"1,593.38","61,759,089",8,3,1265,10,,,1,2
6131,-,13,-,-,0,0,0,7,2,,2,2
2421,SUNON,13,"9,660.77","250,929,732",7,5,1264,11,1,,,1
1569,Bin Chuan,13,"2,974.94","120,678,387",7,6,1263,11,,,1,1
2820,CBF,13,"22,360.28","1,342,960,000",7,6,1263,4,4,,2,3
6020,TACHAN,13,"5,324.65","252,353,154",3,10,1263,10,2,,1,
6609,TTT,13,"2,133.84","72,456,246",11,2,1263,12,,,1,
1527,BASSO,13,"5,958.51","138,570,640",9,4,1263,10,1,,,2
2937,Gseven,13,"1,414.26","36,638,900",9,4,1262,3,4,,5,1
6163,HWACOM,13,"2,592.80","122,881,692",11,2,1263,12,1,,,
2358,TS,13,"2,853.71","124,616,172",13,0,1263,12,1,,,
8099,TSTI,13,"3,644.24","88,560,000",6,7,1263,12,,,1,
4972,TONS,13,"1,248.21","40,161,553",11,2,1263,13,,,,
6683,KSMT,13,"9,002.66","27,075,661",7,3,743,13,,,,
4120,OEP,13,"3,539.28","86,747,119",12,1,1263,9,2,,,2
2722,Chateau,13,"3,646.77","111,522,961",6,7,1263,9,1,,1,2
6740,-,13,-,-,0,0,0,7,3,,2,1
3520,JVE,13,652.104486,"48,846,778",4,8,1264,10,2,1,,
4160,GGA Corp.,13,589.202489,"24,247,016",13,0,1263,10,,,1,2
6605,DEPO,12,"9,335.44","165,816,397",8,2,1266,9,2,,,1
6461,Intech,12,"2,124.68","100,686,000",10,2,1263,11,1,,,
2363,SiS,12,"16,286.51","681,444,870",7,5,1264,11,1,,,
6237,CMEI,12,"8,148.23","79,884,621",8,2,1266,8,,,1,3
4148,ACBT,12,"2,410.88","64,034,001",7,4,978,9,2,,,1
4183,EPS Bio,12,443.87,"23,800,000",3,9,1264,10,1,,,1
1611,CE,12,"3,727.59","322,735,742",9,2,1265,9,,1,1,1
8040,IC+,12,"4,732.58","68,988,074",4,7,1265,10,,,,2
2035,TE,12,"13,037.50","350,000,000",6,5,1265,10,,,,2
1752,NANG KUANG,12,"3,494.20","100,988,472",10,2,1264,11,,,,1
2374,ABILITY,12,"5,624.95","287,721,312",5,6,1265,12,,,,
3169,ASIX,12,"11,164.36","62,196,981",4,4,1268,11,1,,,
2010,CHUN YUAN STEEL,12,"14,701.77","647,655,390",5,6,1265,9,2,,,1
1560,KINIK,12,"10,700.65","141,543,000",9,1,1266,8,2,,2,
5481,Sinotact,12,961.577872,"73,402,891",7,5,1264,11,1,,,
1503,SEEC,12,"27,194.74","520,972,223",10,0,1266,11,,,,1
1796,GeneFerm,12,"1,474.54","40,789,391",9,3,1188,10,,,1,1
4432,Haksport,12,822.07125,"50,589,000",6,6,1264,7,5,,,
4714,UB,12,"1,860.35","134,808,108",10,1,1265,9,1,,,2
878,-,12,-,-,11,1,225,8,4,,,
1315,TAHHSIN,12,"8,676.36","99,099,000",5,5,1266,10,1,,,1
4168,GlycoNex,12,"2,773.36","97,481,810",8,3,1265,9,,1,,2
9907,TON YI,12,"20,528.89","1,579,145,342",10,2,1264,8,2,,1,1
3013,UNEEC,12,"2,105.12","155,935,018",4,8,1264,10,1,,1,
5906,TAINAN CAYMAN,12,"1,143.72","32,400,000",5,5,1266,9,1,,1,1
5345,Team Young,12,277.875,"47,500,000",2,8,1266,8,2,,1,1
5508,YCDC,12,"13,023.95","217,428,133",10,2,1264,8,4,,,
1416,KFIC,12,"2,075.83","185,342,168",8,4,1264,8,1,,1,2
1452,HONG YI,12,"3,143.59","132,641,400",5,7,1264,10,,,1,1
2434,MOSPEC,12,630.7,"37,000,000",3,8,1265,10,1,,,1
2537,WE & WIN,11,"2,930.43","300,557,795",6,4,1266,9,1,,1,
6283,SOE,11,"6,583.79","147,906,343",8,2,1266,11,,,,
6574,MIKOBEAUTE,11,"1,074.21","21,990,000",10,1,1197,9,,,,2
3551,SHT,11,"4,087.79","56,774,890",5,3,1268,8,2,,1,
5905,NRL,11,"2,904.20","189,816,957",7,4,1265,8,,,2,1
8940,New Palace,11,917.8776,"67,491,032",4,7,1265,9,1,,1,
1333,-,11,-,-,0,0,0,10,,,1,
6261,YTEC,11,"10,845.23","128,497,989",9,1,1266,11,,,,
1539,GT,11,"1,140.71","65,370,000",10,1,1265,10,,,,1
6449,APAQ,11,"4,518.81","88,953,514",6,5,1265,8,3,,,
4973,Silicon Power,11,"1,495.56","63,505,833",8,3,1265,9,1,,1,
1773,SHINY,11,"26,600","200,000,000",9,2,1265,8,1,1,1,
8011,TTCC,11,"2,591.12","147,642,417",5,3,1268,10,,,,1
6248,TMP,11,939.372291,"30,675,184",8,1,1267,8,,1,,2
1339,Y.C.C.,11,"2,528.11","74,138,875",9,2,1265,7,3,,1,
2069,YC,11,"5,174.60","156,386,836",5,6,1265,8,1,,1,1
2511,PHD,11,"21,509.07","1,623,326,147",6,4,1266,8,1,1,,1
6649,TWBM,11,826.65,"33,000,000",6,5,921,8,2,,1,
1603,CWCO,11,"5,185.16","191,688,000",2,8,1266,10,1,,,
3512,Huang Long,11,"2,494.80","84,000,000",9,0,1267,9,1,,,1
1240,MORNSUN,11,"1,885.80","36,760,185",9,2,947,8,2,1,,
1451,NIEN HSING,11,"4,128.30","198,000,000",5,6,1265,9,2,,,
3306,RoyalTek,11,"1,343.63","50,607,702",8,3,1265,10,,,1,
3217,ARGOSY,11,"8,244.53","90,104,203",10,0,1266,11,,,,
2453,SYSCOM,11,"2,350","100,000,000",9,2,1265,8,2,,,1
6716,PDK,11,"3,776.60","24,523,400",10,0,606,11,,,,
3611,TSC AUTO ID,11,"8,792.73","42,476,940",10,1,1265,5,2,1,2,1
4720,TEX YEAR,11,"1,468.76","97,917,862",8,1,1267,8,1,1,,1
6577,PSC,11,"2,371.80","38,254,870",9,2,1264,10,,,1,
8905,ECS,11,"2,352.97","119,440,000",7,3,1266,11,,,,
6654,TZI,11,"2,933.77","33,262,720",10,0,880,11,,,,
8383,CF,11,"4,863.62","118,192,482",5,5,1266,7,3,,,1
1419,SHINKO.TEX,11,"12,391.69","300,041,280",7,4,1265,8,2,,,1
4563,QUASER,11,"1,780.38","54,950,000",10,1,1227,5,,,3,3
4107,BIOTEQUE,11,"7,588.17","69,298,336",9,1,1266,6,2,,3,
8076,FIRICH,11,"8,908.76","277,531,538",8,2,1266,8,1,,2,
1423,REWARD WOO,11,"2,477.36","138,400,000",5,5,1266,11,,,,
2243,HS,11,851.7082,"45,668,529",3,5,902,5,3,,2,1
3138,Auden,11,"9,974.93","46,721,663",10,0,1266,11,,,,
