code,Name,News_size,Market_cap,Shares_outstanding,Positive,Negitive,None
5878,TABC,5,"1,176.142241","25,024,303",5,0,1271
3266,SUNTY,5,"4,544.8506","352,314,309",3,2,1271
6172,Billionton,5,694.5,"30,000,000",4,1,1271
2543,HWANG CHAN,5,"1,823.86944","237,483,788",3,2,1271
3057,Promise,5,"1,170.9082","89,328,808",4,1,1271
6781,AES-KY,5,"104,637.05","85,418,780",3,2,63
6192,LUMAX,5,"7,596.2529","106,839,745",1,4,1271
1713,CCW,5,"3,577.5387","150,951,700",3,2,1271
2706,FIRST HOTE,5,"7,224.9711","499,998,346",2,3,1271
4572,DPI,5,"3,508.4","35,800,000",4,1,727
2480,STARK,5,"7,519.652","106,360,291",4,1,1271
2380,AVISION,5,"1,665.051","189,444,084",1,4,1271
1445,UNIVERSAL,5,"1,881.5904","130,666,034",2,3,1271
6593,TNP,5,566.802318,"20,170,901",3,2,1150
3689,UDE,5,"3,400.179382","69,675,807",3,2,1271
00876,-,5,-,-,5,0,243
2427,MDS,5,"1,916.8656","184,314,463",4,1,1271
4908,APAC,4,"2,401.259045","78,216,907",1,3,1272
1340,VICTORY,4,"1,598.0349","152,922,855",2,2,1272
9930,CHC,4,"11,196.727","248,540,368",3,0,1273
3094,DAVICOM,4,"2,733.6136","84,632,089",3,1,1272
3629,Gravity,4,"1,745.373061","32,202,455",3,1,1272
2491,FOCL,4,"1,732.68","82,008,000",1,3,1272
6246,TTFIC,4,619.724058,"37,109,225",1,3,1272
5014,Chain Chon,4,"3,496.794092","165,333,054",2,2,1272
6152,PRIME,4,"1,501.2551","167,738,463",3,1,1272
6103,AVID,4,634.967832,"89,432,089",1,3,1272
2630,AACL,4,"2,549.80725","144,465,701",3,1,1053
6743,AMPACS,4,"11,175","150,000,000",3,0,376
1712,SINON,4,"10,238.9802","420,492,585",4,0,1272
3093,TKK,4,"2,823.275953","36,288,894",3,1,1272
3685,TAC,4,"2,539.6825","79,990,000",3,0,1273
6101,KIC,4,"2,287.69959","116,422,371",4,0,1272
1593,CHI HUA,4,"3,310.628864","35,219,456",3,1,1272
3188,GLTD,4,"1,924.72192","120,295,120",1,3,1272
3701,FICG,4,"8,841.4788","190,344,554",0,3,1273
6236,CTB,4,680.561839,"31,654,039",3,1,1272
1337,Asia Plastic,4,"1,966.05374","268,954,729",1,2,1273
3294,Megaforce,4,"2,712.927135","132,015,919",3,1,1272
1516,FALCON,4,747.5798,"35,684,174",1,3,1272
3164,GenMont,4,"2,068.58545","86,371,364",1,2,1273
5251,JSW,4,498.16734,"35,839,377",3,0,1273
5902,Tait,4,"2,428.65","94,500,000",4,0,1272
5288,Eurocharm,4,"10,235.943","65,826,153",3,0,1273
4807,RGH,4,"1,028.7448","38,386,000",3,0,1110
6233,PROLIFIC,4,"3,041.098027","79,609,896",1,2,1273
3617,CyberPower,4,"6,111.8005","80,951,000",3,0,1273
8401,BAI SHA,4,831.577268,"60,041,680",2,2,1272
9944,Shinih,4,"2,422.1754","109,107,100",2,1,1273
5489,DYNACOLOR,4,"3,748.785097","102,706,441",1,3,1272
5465,LFE,4,"2,403.945031","164,091,811",2,2,1272
6242,LI KANG,4,882.45,"22,200,000",3,1,1272
8921,SHEN,4,719.848857,"46,592,159",3,1,1272
4113,WE&WIN,4,"2,955.933918","211,138,137",4,0,1272
6222,Slim AGE,4,598.685951,"40,588,878",2,2,1272
1529,Klingon Ae,4,"2,155.07695","135,967,982",2,2,1272
6266,TOP UNION,4,"1,980.663039","102,359,847",4,0,1272
6259,BULLWILL,4,421.796003,"15,507,206",2,2,1272
2221,YHMCO,4,"1,432.70125","42,325,000",3,1,1272
3078,CWT,4,"9,220.707645","227,391,064",3,1,1272
9928,CTV,4,922.43088,"150,724,583",0,4,1272
3232,SIC,4,"1,071.438445","36,567,865",4,0,1272
6404,CCMG,4,276.5232,"14,368,000",1,3,1272
6529,-,4,-,-,0,0,0
4716,DAILY,4,"1,089.987635","75,171,561",3,0,1273
2910,TONLIN,4,"7,180.14","208,725,000",4,0,1272
3322,JEM,4,"1,565.754624","96,651,520",3,1,1272
3038,EDT,4,"2,988.2888","162,407,603",4,0,1272
2460,GEM,4,"3,976.2","169,200,000",4,0,1272
6208,Htc,4,"4,979.97031","117,127,626",3,0,1273
5230,Ledlink,4,"1,345.284358","46,955,824",3,1,1272
00672L,-,4,-,-,1,3,1004
1526,SUNRACE,4,"2,772","60,000,000",2,1,1273
2495,Infortrend,4,"3,925.45685","273,551,538",3,1,1272
3555,IROC,4,"1,223.732858","25,762,797",1,2,1273
4702,ALLIED,4,"1,077.76468","72,333,200",0,4,1272
8121,ACME,4,"8,692.202793","182,993,743",0,3,1273
3484,SOLTEAM,4,"4,797.875122","69,736,557",3,1,1272
4154,Kino,4,"1,975.316","35,720,000",3,1,1272
3032,COMPUCASE,4,"3,212.1635","113,285,626",4,0,1272
6167,POWERTIP,4,"1,527.671742","162,173,221",4,0,1271
4999,Sinher,4,"3,140.3974","74,417,200",1,3,1272
5355,PSC,4,"1,122.990074","166,122,792",1,3,1272
6727,AMI,4,"1,491.008875","21,000,125",4,0,502
5525,SWEETEN,4,"7,382.0889","264,591,266",2,1,1273
3710,ACON-HOLDI,4,"1,617.834466","212,035,972",3,1,1272
4549,FineTek,4,"3,811.753373","44,477,869",3,0,1273
1220,TAIROUN,4,"2,771.25505","177,077,944",1,1,1274
2613,CCTC,4,"3,873.8403","148,423,458",1,3,1272
3162,UAT,4,"5,317.746654","76,531,342",2,2,1272
1446,HONG HO,4,"4,296.5208","137,709,513",2,2,1272
3536,STI,4,718.764,"106,800,000",1,3,1272
3631,CHERNAN,4,"4,009.224541","81,820,909",2,1,1273
3122,Megawin,4,"1,779.031934","38,299,934",3,1,1272
3147,JETWELL,4,"2,223.347643","39,006,099",4,0,1271
5314,Myson,4,300.6,"60,000,000",1,2,1273
4744,CVC,4,"1,182.28227","47,196,897",4,0,1272
4102,YUNGZIP,3,790.264712,"42,373,443",1,2,1273
6662,BioLASCO,3,797.82626,"25,612,400",3,0,841
8049,AMPIRE,3,"2,844.629382","118,279,808",2,1,1273
3652,Unitech el,3,"1,922.496","47,097,500",1,1,1274
4127,TLB,3,533.104,"45,760,000",0,3,1273
3490,singlewell,3,"1,573.377606","57,006,435",1,1,1274
9931,HSIN KAO,3,"4,395.114","110,430,553",0,3,1273
1235,ST,3,"4,530.8298","104,397,985",1,2,1273
1540,ROUNDTOP,3,"1,260.72675","85,473,612",3,0,1273
5281,StrongLED,3,764.2565,"37,010,000",2,1,1272
3115,TSC,3,574.62344,"43,697,600",1,2,1273
5432,SOLOMON,3,579.258512,"20,687,804",2,1,1273
3432,TAI TWUN,3,858.9594,"66,586,000",1,1,1274
00881,-,3,-,-,2,0,136
3033,Weikeng,3,"10,333.8252","399,055,443",2,1,1273
5538,TONG MING,3,"9,066.2514","201,203,333",3,0,1273
4170,-,3,-,-,0,0,0
1324,GLOBE TAPE,3,833.8431,"75,121,882",2,1,1273
3494,HiTi,3,588.596,"120,000,000",1,2,1273
2067,CYSTEEL,3,566.484121,"45,138,177",3,0,1273
2440,SPACE SHUT,3,"2,065.88745","139,117,271",1,1,1274
4911,G&E,3,"1,547.348","55,660,000",2,1,1273
6165,Lang,3,"2,116.4532","53,242,403",1,2,1273
2431,LIEN CHANG,3,"1,253.4751","110,927,014",2,1,1273
2414,UT,3,"6,178.277","161,735,846",1,1,1274
1475,BIG SUNSHI,3,"1,264.3776","26,016,749",1,2,1273
3492,ACT,3,701.7491,"35,531,600",3,0,1273
1788,HCI,3,"5,450.066875","39,831,717",2,0,1274
8927,Pei Chi,3,"6,923.066828","205,078,402",3,0,1273
4581,WKG,3,"1,196.6347","33,899,000",3,0,318
1580,SINMAG,3,"5,374.635894","50,230,242",2,0,1274
4535,FBT,3,"2,496.83742","75,661,740",2,1,1273
2321,TECOM,3,276.5138,"44,599,774",0,2,1274
6431,KSKL,3,"1,513.26","51,170,835",1,2,1273
4303,HSINLI,3,"1,274","70,000,000",2,1,1273
8089,Comtrend,3,"1,602.449156","57,230,327",3,0,679
6603,FCS,3,"2,585.290894","148,708,517",1,2,1273
6117,IN WIN,3,"1,449.4275","88,650,000",3,0,1273
2423,GW,3,"3,865.50255","145,047,289",2,1,1273
2616,SLC,3,"4,839.15525","137,281,827",3,0,1273
4907,Fu Yu Prop,3,"2,935.922583","118,145,778",1,2,1273
1470,EVERTEX,3,"1,560.9594","85,767,000",1,2,1273
4417,KING　CHOU,3,"2,926.403255","83,971,399",3,0,1273
5202,NewSoft,3,"1,276.4304","59,094,000",2,1,1273
3054,LIWANLI,3,"2,243.7559","83,411,041",2,1,1273
1608,HE,3,"13,383.14895","632,773,506",2,1,1273
4304,SUNVIC,3,234.247423,"36,038,065",0,3,1273
2916,MUNSIN,3,"1,076.149497","54,626,878",1,2,1273
9950,EMINENT,3,"1,499.3174","147,716,000",2,1,1273
4561,Kenturn,3,"1,691.274789","58,521,619",3,0,1109
2063,SHEH KAI,3,"1,579.5","45,000,000",2,0,1274
4754,INCA,3,894.731373,"25,027,451",3,0,1272
3694,AzureWave,3,"2,891.46675","150,441,808",2,1,1273
3434,ACULA,3,374.55,"22,700,000",0,3,1273
8111,LIGITEK,3,"1,969.295125","109,102,223",2,1,1273
3543,JOCHU,3,"2,485.97455","89,263,150",3,0,1273
6741,91APP,3,"32,194.325199","120,577,997",1,1,24
5398,INALWAYS,3,"1,004.004246","49,950,460",1,2,1273
6189,Promate,3,"7,098.2272","182,944,438",3,0,1273
6754,Rich Honour,3,"2,699.4","66,000,000",2,1,412
3288,SiTI,3,384.088017,"22,660,060",1,2,1273
3642,Unitel,3,403.282734,"40,368,642",3,0,1273
4513,FALCON,3,"1,107.07632","76,880,300",2,1,1273
4707,PACC,3,"4,165.933781","302,328,371",3,0,1273
1506,R.W.,3,"1,737.66465","163,161,751",0,3,1273
4413,EST,3,380.473471,"31,314,689",2,1,1273
1456,I-HWA,3,"2,085.27","93,720,000",1,2,1273
4530,Honyi,3,368.454762,"46,172,276",3,0,1273
1463,CS,3,"2,408.4252","173,268,381",1,2,1273
4538,WINSON,3,"1,004.0744","50,456,000",3,0,1273
5212,HYWEB,3,"1,638.1409","34,633,000",1,2,1273
4945,Sentelic,3,"1,749.4338","30,059,000",3,0,484
4550,CJME,3,866.508131,"37,838,783",3,0,1272
8424,WELLPOOL,3,"2,202.921885","36,054,368",1,2,1273
6264,KL,3,"1,058.833148","116,355,291",3,0,1273
3646,ANT,3,"1,025.661383","39,297,371",2,1,1273
4534,trinity,3,998.972218,"89,193,948",1,2,1273
6418,Y-S ELC.,3,642.1092,"34,522,000",2,0,1274
2906,Collins,3,"3,199.3983","209,111,093",2,1,1273
6509,HOPAX,3,"13,873.64849","173,204,101",2,1,1273
3663,TTMC,3,"3,149.391742","73,498,057",3,0,1273
2424,LUNG HWA,3,0,"27,025,000",2,1,1273
6616,TIL,3,526.8375,"23,625,000",2,1,837
4207,TFC,3,"2,269.271648","162,090,832",1,1,1274
1742,TWC,3,"1,445.31","71,550,000",2,1,1273
5450,NAMLIONG,3,"1,988.874063","122,392,250",2,1,1273
3191,HOLD JINN,3,388.924375,"57,194,761",0,3,1273
5603,SEA&LAND,3,"2,525.105997","80,674,313",1,2,1273
6768,SPG-KY,3,"14,350.494","196,045,617",2,1,45
8923,C.T.Publishing,3,511.83223,"30,375,800",2,0,1274
1535,CEC,3,"4,875.4348","123,742,552",2,1,1273
5403,DDSC,3,"4,374.708358","70,893,045",2,1,1273
5206,Kunyue,2,"2,603.9475","155,925,000",2,0,1274
5546,YGI,2,"5,212.0587","82,339,552",2,0,270
00637L,-,2,-,-,1,1,1273
2901,SHIN SHIN,2,"1,815.11855","73,043,283",1,1,1274
3236,ABC,2,"2,657.537626","92,920,896",1,1,1274
4730,-,2,-,-,0,0,0
2364,Twinhead,2,491.0202,"24,799,360",1,1,1274
1724,-,2,-,-,1,1,1274
6113,ASEC,2,530.49926,"50,047,100",2,0,1274
3521,DataVan,2,687.689847,"47,263,907",1,1,1274
3043,PCM,2,740.5364,"194,878,166",0,2,1274
9188,YORKEY OPTICAL,2,-,"818,580,000",0,2,1274
4712,NT,2,445.092051,"73,690,737",0,2,1274
2250,IKKA-KY,2,"3,240","27,000,000",2,0,20
1809,China Glaz,2,"2,430.44655","167,041,937",0,2,1274
6215,Aurotek,2,"2,351.2076","82,789,693",2,0,1274
1733,ApexBio,2,"2,293.8525","99,950,192",1,1,1274
3297,Hunt,2,738.630872,"36,839,445",1,1,1274
00692,-,2,-,-,2,0,1011
2230,C.T.I.,2,532.84114,"39,913,194",0,1,1275
4419,ENSURE,2,512.368087,"46,578,917",1,1,1274
2413,UMEC,2,"2,413.45305","127,359,200",1,1,1274
5324,SDC,2,"2,127.963446","226,379,090",1,1,1274
6419,NUUO,2,609.269571,"13,159,170",0,2,1274
3209,ALLTEK,2,"6,066.093","200,532,184",2,0,1274
1725,YJE,2,"4,682.09675","181,829,978",2,0,1274
00657,-,2,-,-,1,0,1255
1410,NYDF,2,"2,252.25","63,000,000",1,1,1274
8423,Polygreen,2,419.44266,"24,105,900",2,0,1274
3052,APEX,2,"2,447.2291","228,713,554",2,0,1274
2904,POCS,2,"1,860.4663","69,034,432",1,1,1274
6109,AtechOEM,2,589.846111,"59,400,414",1,0,1275
2947,Zhen Yu,2,"2,042.4716","19,268,600",1,0,184
5348,TSI,2,228.417946,"28,950,310",1,1,1274
4737,BIONIME,2,"4,216.821","62,235,794",2,0,1274
1615,Dah San,2,"4,554.71965","137,813,717",2,0,1274
3713,HsinjingHolding,2,"2,694.105","78,090,000",2,0,323
8930,CKM,2,"1,210.779209","81,809,406",2,0,1274
2114,HYC,2,"9,748.875","77,991,707",1,1,1274
4747,JCP,2,"1,071.669375","30,018,750",1,1,1274
4950,Mutto,2,757.50795,"46,759,750",2,0,1274
6154,Sunfar,2,"1,445.444","80,080,000",2,0,1274
3230,Jiin Ming,2,"1,402.465275","71,010,900",1,1,1274
8937,HER CHEE,2,869.7456,"72,478,800",1,1,1274
6130,SIC,2,"1,029.375","29,500,000",1,1,1274
9912,AIC,2,477.41376,"54,624,569",1,1,1274
5511,TE CHANG,2,"3,289.76","113,440,000",2,0,1274
8277,UNIFOSA,2,994.172838,"91,628,833",2,0,1274
3516,ADO,2,827.150032,"50,590,216",0,2,1274
6747,BTOX,2,"9,046.686","24,189,000",1,1,418
8932,MAX ZIPPER,2,"1,173.9775","60,050,000",1,1,1274
4995,Litemax,2,"1,424.619176","41,839,036",1,1,1274
4173,ARICH,2,"1,364.710697","74,574,355",2,0,1274
6229,V-TAC,2,"1,577.100975","35,640,700",1,1,1274
6270,PCT,2,"1,497.024499","72,145,759",2,0,1274
9927,TMI,2,"6,870.5118","167,318,534",2,0,1274
1558,ZENG HSING,2,"9,231.5875","60,535,631",1,1,1274
8034,OPNET,2,961.967993,"62,873,725",1,1,1274
8048,RUBYTECH,2,"1,950.069175","54,471,206",2,0,1274
6767,Wiltrom,2,906.74535,"29,109,000",2,0,377
8435,Zimmite,2,"1,822.775875","31,700,450",2,0,1274
6161,JETWAY,2,"2,054.542502","74,983,303",0,2,1274
3118,LEVEL,2,965.472585,"32,452,860",2,0,1274
1438,SanDi,2,"1,705.1265","51,205,759",1,1,1274
3285,MT,2,880.347674,"42,735,324",2,0,1274
5015,RODEX,2,"2,110.243777","60,639,189",2,0,1274
6752,GSS,2,"1,698.12","26,700,000",2,0,352
3252,Haiwan,2,845.798455,"50,195,754",1,1,1274
2718,PH,2,"2,024.8704","72,576,000",1,1,1274
6241,AMIGO,2,829.445285,"33,717,288",2,0,1274
2420,ZIPPY,2,"6,151.7144","152,648,688",2,0,1274
3628,ABLEREX,2,"1,620","45,000,000",1,1,1274
6133,GBE,2,"1,023.8025","117,006,294",0,2,1274
5016,Song ho,2,"1,858.346746","49,622,076",0,2,1274
6156,SONG SHA,2,"1,332.847779","80,534,609",1,0,1275
6203,Sea Sonic,2,"6,356.285522","79,953,277",1,1,1274
3002,AHOKU,2,"1,152.6","102,000,000",2,0,1274
3550,COPARTNER,2,"1,470.5","85,000,000",1,1,1274
3567,ETREND,2,"1,204.6831","34,127,000",2,0,1274
6226,Para Light,2,"1,586.3238","116,076,289",1,1,1274
6148,AZION,2,665.05,"47,000,000",0,1,1275
8935,PONTEX,2,"1,112.76","84,300,000",2,0,1274
6530,Axcen,2,732.375,"33,750,000",2,0,1273
2466,COSMO,2,"5,958.2799","161,024,253",1,1,1274
1465,WISHER,2,"1,289.90715","103,607,267",1,1,1274
4104,EXCELSIOR,2,"7,805.4844","141,148,970",1,1,1274
6287,AMPI,2,"5,213.932521","438,145,590",1,1,1274
6661,WELGENE,2,591.927899,"23,304,248",1,1,894
00639,-,1,-,-,1,0,1272
5302,STK,1,"2,102.78215","162,377,000",1,0,1275
4131,DR.Chip,1,280.576137,"48,291,934",0,1,1275
8934,-,1,-,-,0,0,0
6118,Xander,1,"1,486.044519","90,889,573",0,1,1275
00642U,-,1,-,-,0,1,1274
00632R,-,1,-,-,0,1,1277
8931,TYC,1,"4,022.18496","122,254,862",1,0,1275
9908,GTG,1,"17,117.2677","516,358,000",0,1,1275
6171,Tacheng,1,"2,456.661029","75,351,921",1,0,1275
3531,Shian Yih,1,"1,348.908993","61,175,011",1,0,1275
5007,SAN SHING,1,"17,342.472","294,940,154",1,0,1275
3609,HEP,1,"1,665.890714","30,679,387",1,0,1275
4503,GOLD RAIN,1,"1,134.710121","39,263,326",1,0,1275
6225,AIPTEK,1,313.05668,"43,723,655",1,0,1275
8092,CWPT,1,326.345174,"38,850,616",1,0,1275
3095,CCC,1,328.921726,"109,276,321",1,0,1275
3489,Sun Brothe,1,"1,101.481378","83,130,670",1,0,1275
00664R,-,1,-,-,0,1,1217
3570,OITC,1,"1,232.6937","17,097,000",1,0,1275
6240,SGAMC,1,325.860023,"22,867,370",0,1,1275
3206,KINGSTATE,1,"1,655.55705","53,916,621",1,0,1275
6218,HAUMAN,1,"1,285.24","64,262,000",1,0,1275
4609,AIRLUX,1,376.382537,"47,946,820",0,1,1275
6204,ALPHA,1,"2,123.081152","23,102,080",1,0,1275
5353,Tailyn,1,"1,515","75,000,000",1,0,1275
6114,JUIC,1,988.018583,"43,911,937",1,0,1275
4711,YONG SHUN,1,"1,218.0672","61,056,000",0,1,1275
3060,MIN AIK,1,"3,040.1423","137,563,190",0,1,1275
8096,CoAsia,1,"1,873.915378","142,416,429",0,1,1275
2753,Bafang,1,"8,684.786","66,044,796",1,0,179
6475,-,1,-,-,1,0,1274
8088,PANRAM,1,"1,318.955866","60,921,749",0,1,1275
8027,E&R,1,"6,304.849313","100,272,618",1,0,1274
6506,SBI,1,"1,490.730951","82,360,826",0,1,1275
9110,VMEP Holdings,1,-,"907,680,000",0,1,1275
1541,Chang Type,1,"3,388.4","78,800,000",1,0,1275
5236,Sunplusit,1,"7,503.762267","58,500,094",1,0,183
7452,-,1,-,-,0,0,52
2235,I YUAN,1,"1,402.8298","35,878,000",1,0,1274
8024,Alpha,1,"1,228.35472","45,160,100",0,1,1275
6819,-,1,-,-,1,0,90
3581,ZVC,1,"1,310.8542","51,006,000",0,1,1275
5515,CHIEN KUO,1,"3,372.464","257,440,105",1,0,1275
1341,FULIN-KY,1,"3,462.48","50,400,000",1,0,605
00675L,-,1,-,-,1,0,1157
3066,TAIWAN OASIS,1,"1,017.614997","83,070,612",0,1,1274
5304,-,1,-,-,0,1,1130
5426,CF,1,"2,041.96","143,800,000",1,0,1275
9136,Ju Teng,1,-,"1,200,008,445",0,1,1275
4706,TKC,1,"1,509.474776","79,030,093",0,1,1275
1806,CHAMPION,1,"4,663.1565","433,782,078",0,1,1275
5523,FONG CHIEN,1,"4,495.042456","155,001,464",0,1,1275
00676R,-,1,-,-,1,0,1157
00737,-,1,-,-,1,0,751
4543,MAN ZAI,1,"1,105.218","56,970,000",1,0,1274
4138,DMT,1,"1,524","30,000,000",1,0,1275
4571,KHGEARS-KY,1,"4,519.8128","48,392,000",0,0,433
1435,C.F.CORP.,1,"3,326.764","139,780,080",1,0,1275
8437,Dadi,1,"7,225.51157","47,851,070",0,1,1274
1727,CHCIW,1,"4,773.825","108,250,000",1,0,1275
8176,ZCOM,1,602.475,"72,500,000",1,0,1275
3028,ZENITRON,1,"6,158.1312","213,824,864",1,0,1275
2471,ARES,1,"1,086.819","47,253,890",1,0,1275
3308,BESTEC,1,778.6951,"98,569,663",0,1,1275
5410,LEO,1,"1,969.542324","87,306,123",1,0,1275
5452,UNIC,1,"3,228.171617","148,763,669",0,1,1275
3011,JH,1,"1,352.628","112,719,251",1,0,1275
6234,TERA AUTO,1,"2,067.959799","100,386,398",1,0,1275
4942,Chia Chang,1,"6,627.18385","142,367,613",1,0,1275
5520,Lihtai,1,"3,064.014446","60,315,245",0,1,1275
1468,CHANG HO,1,"2,053.184","160,405,244",1,0,1275
8087,HM,1,780.50171,"29,068,965",1,0,1275
5201,KWAY,1,805.20825,"30,674,600",0,1,1275
3050,U-TECH,1,"2,496.3264","145,984,450",0,1,1275
1454,TTF,1,"1,311.3133","129,833,848",1,0,1275
8093,ENERMAX,1,501.46833,"64,208,493",1,0,1275
1517,Lee Chi,1,"5,707.01625","227,825,007",1,0,1275
4527,KL,1,"2,101.805412","76,152,370",1,0,1275
6216,DrayTek,1,"2,455.797","87,085,637",0,1,1275
5488,SP,1,723.53038,"91,586,124",1,0,1275
3379,TBC,1,458.403063,"38,041,748",1,0,1275
1443,LILYTEXTIL,1,"2,131.65225","135,343,011",0,1,1275
1110,TUNA CEMENT,1,"10,439","572,000,797",0,0,1276
3402,WHOLETECH,1,"3,053.393526","73,047,692",1,0,1275
2482,UIC,1,875.2152,"62,072,549",0,1,1275
4924,HTM,1,516.585285,"37,164,409",0,1,1275
6151,GINAR,1,"1,950.58269","55,257,300",1,0,1275
5487,TONTEK,1,848.845694,"23,840,516",0,1,1275
3058,LEI,1,"2,631.47625","161,937,351",0,1,1275
6228,PIE,1,408,"40,000,000",0,1,1275
6728,UP YOUNG,1,"1,929.7","23,000,000",1,0,525
9937,NPC,1,"14,864.9683","309,043,000",1,0,1275
6405,ONANO,1,"1,789.76","65,800,000",0,1,1275
5356,SIRTEC,1,"2,694.496","103,040,000",0,1,1275
3684,Grand-Tek,1,"1,117.685311","24,591,536",1,0,1275
9918,S.S.N.G,1,"7,853.3595","180,537,453",0,1,1275
5272,AMICCOM,1,"2,025.625836","56,424,118",1,0,1275
6136,FTC,1,"1,992.996","115,536,412",1,0,1275
5490,XAC,1,"2,431.160925","96,283,601",0,1,1275
5516,SUN-SEA,1,580.16925,"38,295,000",1,0,1275
2365,KYE,1,"2,379.9968","224,528,496",1,0,1275
4406,HSIN-SIN,1,620.3484,"51,912,000",1,0,1275
3593,logah,1,"1,062.2577","93,042,416",1,0,1275
8097,ATW,1,804.425565,"38,674,306",1,0,1275
3089,EJECTT IN,1,"2,097.954659","60,113,314",0,1,1275
00877,-,0,-,-,0,0,223
00762,-,0,-,-,0,0,590
9926,S.H.,0,"8,661.068","179,504,075",0,0,1276
2064,CAMELLIA,0,"1,281.192","69,630,000",0,0,1275
00757,-,0,-,-,0,0,624
00882,-,0,-,-,0,0,98
1726,Y.C.P.,0,"11,745","162,000,000",0,0,1276
8354,KH,0,"1,174.057332","78,532,263",0,0,1276
00714,-,0,-,-,0,0,897
8410,Sen Tien,0,"1,262.3274","36,589,200",0,0,1276
4542,ANT,0,739.66321,"28,285,400",0,0,1276
6122,KPEC,0,782.240119,"70,790,961",0,0,1276
00893,-,0,-,-,0,0,8
2758,-,0,-,-,0,0,0
3332,CINCON,0,"1,921.764628","48,104,246",0,0,1276
8171,Formosa,0,"2,994.88473","58,723,230",0,0,1276
3709,Trigold,0,"3,504.845333","100,569,450",0,0,929
5276,Da Hui,0,669.525,"39,500,000",0,0,1276
6140,DCT,0,615.804891,"38,367,906",0,0,1276
5344,VATE,0,"1,453.888518","79,447,460",0,0,1276
1616,EVERTOP,0,"1,595.89656","194,148,515",0,0,1276
6508,HKC,0,"2,947.053745","85,670,167",0,0,1276
6265,KCU,0,"1,264.442016","118,172,151",0,0,1276
6212,L.M.,0,"5,946.6","102,000,000",0,0,1276
00662,-,0,-,-,0,0,1232
5211,Penpower,0,718.955121,"32,024,727",0,0,1276
2596,ReaLy,0,"2,495","100,000,000",0,0,1276
5460,MUSTANG,0,740.849483,"58,778,130",0,0,1276
3296,POWERTECH,0,"1,905.4628","96,724,450",0,0,1276
5013,NEW BEST,0,"4,789.6344","133,416,000",0,0,1276
3207,YAO SHENG,0,993.586741,"43,770,341",0,0,1276
9949,TITTOT,0,538.531972,"44,033,360",0,0,1276
8084,CHIP HOPE,0,"4,865.99043","69,514,149",0,0,1276
6485,ASolid,0,"5,318.321302","40,443,508",0,0,1275
6227,Macnica,0,"2,203.436205","76,111,786",0,0,1276
6841,-,0,-,-,0,0,0
5102,FU CHIAN,0,"1,262.47582","64,085,067",0,0,1276
8083,PRO HAWK,0,"6,323.97474","35,133,193",0,0,1276
3615,AimCore,0,"1,465.193286","68,466,976",0,0,1276
6833,-,0,-,-,0,0,16
8917,HSIN TAI,0,"13,263.568718","147,865,872",0,0,1276
5205,TWGET,0,98.835064,"8,202,080",0,0,1276
3226,TOPOWER,0,"4,407.051193","64,430,573",0,0,1276
5529,MEGA,0,"2,139.911645","124,052,849",0,0,1276
3114,HT,0,"1,565.62","59,080,000",0,0,1276
8067,Gish INT,0,281.7,"30,000,000",0,0,1276
2701,WANHWA,0,"5,467.09905","449,967,838",0,0,1276
5438,TIS,0,"1,913.121605","112,536,565",0,0,1276
8032,KORYO,0,"1,541.356425","51,810,300",0,0,1276
1570,De Poan,0,"1,053.192158","51,500,839",0,0,1276
3466,SKARDIN,0,"1,102.065071","60,887,573",0,0,1276
8908,SHINHSIUNG,0,"12,705.759209","224,087,464",0,0,1276
2468,FIS,0,926.98325,"69,961,249",0,0,1276
3664,Array,0,420.134837,"51,111,294",0,0,1276
3522,TOPLUS,0,863.94,"72,600,000",0,0,1276
6185,PLASTRON,0,"1,993.238162","149,867,531",0,0,1276
4523,TWNCAL,0,"1,843.2","64,000,000",0,0,1276
2061,FENG CHING,0,889.299964,"46,928,758",0,0,1276
6512,GoMax,0,403.75,"25,000,000",0,0,1275
6684,Algoltek,0,"4,096.715","24,366,000",0,0,752
9962,YYS,0,"1,443.52416","90,220,260",0,0,1276
6292,AXIS,0,"2,122.257218","46,900,712",0,0,1276
5493,SAN LIEN,0,"1,795.420367","41,608,815",0,0,1276
2488,HANPIN,0,"2,263.9717","79,999,433",0,0,1276
6787,-,0,-,-,0,0,52
6719,-,0,-,-,0,0,74
3048,EDOM,0,"8,324.186","244,829,794",0,0,1276
8047,GCC,0,512.496019,"41,666,343",0,0,1276
1591,INMAX,0,502.446826,"33,164,807",0,0,1276
1108,LUCKY CEMENT,0,"4,816.3822","404,738,049",0,0,1276
1453,TA  JIANG,0,875.3418,"100,614,980",0,0,1276
3290,DONPON,0,"1,488.256444","99,548,926",0,0,1276
5210,APEX,0,"1,336.822249","62,177,779",0,0,1276
8426,Redwood,0,834.0255,"50,242,500",0,0,1276
6199,TienPin,0,"1,059.184309","61,760,018",0,0,1276
9960,DACOME,0,925.473375,"33,592,500",0,0,1276
1618,HK,0,"2,794.0195","192,691,747",0,0,1276
00888,-,0,-,-,0,0,67
6840,BTL,0,"2,103.585","22,990,000",0,0,0
0052,-,0,-,-,0,0,1276
5514,Sun Fon,0,"4,532.419775","207,909,164",0,0,1276
00891,-,0,-,-,0,0,29
8418,JPNH,0,826.68745,"78,359,000",0,0,1276
3067,Phonic,0,815.609244,"20,000,000",0,0,1276
2438,ENLIGHT,0,794.574,"60,195,641",0,0,1276
